,attitude,tweets
39648,neutral,A message from Lady Gaga to the Senate Sept 16 2010 my new single https://t.co/AVWDuoFdNF #MTVStarOf2015 Lady Gaga https://t.co/MpAumKf1kK
39654,neutral,Lady Gaga on the set of 'American Horror Story: Hotel' recording the 7th episode 'Flicker' https://t.co/SSsdJzmIMT
39655,neutral,Don't forget the Twilight Farmers Market tomorrow at Sir William Fry Reserve. https://t.co/HMhtDzMU4H
39659,neutral,"""International Crisis Group (ICG)"
39660,neutral,Do the Black Friday verses from Kendrick and Cole count?  https://t.co/vGdQ9RVCEu
39669,neutral,"""BUENOS AIRES"
39672,neutral,Saudi Arabia to reign in religious police powers: Saudi Arabia may reign in the powers afforded to the kingdom... https://t.co/0zTfmraRu0
39673,neutral,Ambassador: Azerbaijan may join the Islamic Coalition: The country has received an offer from Saudi Arabia. /articles/politics/103758
39675,neutral,"""How to Play the Okeechobee Music Festival in March With Mumford &amp; Sons"
39676,neutral,"""For the holiday season"
39677,neutral,Louis' having a baby with Briana but then he's currently with Danielle. I mean c'mon... He could have focus more with the baby by now.
39678,neutral,Also will be helping host the GameOver Basketball HS Showcase Sat Jan 23rd. No Coaches Book. Just come. Featured Game SShore vs Curtis
39682,neutral,"""Iran oil exports may rise by 500"
39684,neutral,"""So if Briana (People Mag July 14 2015 as preggers) got pregnant THAT DAY"
39685,neutral,Saudi Arabia Said to Weigh Selling Stakes in State-Run Entities: World leaders may have vowed to wean the worl... https://t.co/2qZVSumPcr
39686,neutral,Shevchenko for me in his Milan days. Although I may be slightly biased as he's a personal friend.   #ChampionsLeague https://t.co/0nFAsgc94T
39687,neutral,#businessinsider The State Department may have rewarded a key player in the Iran deal by lo... https://t.co/L0ogideAR8 #news @lancehulsey
39688,neutral,Kim Kardashian may be onto something with these new emojis tbh
39689,neutral,If my The Vamps exclusive @Walmart album isn't ready for pick up today like it says I will riot! Been waiting since Dec 4 for it
39690,neutral,"""@JohnFromCranber Iran makes it to 2nd coming. Next door"
39694,neutral,.@RealBenCarson tells NH crowd a 3rd grader could have done better when it comes to the Iran nuclear deal @nhpr #fitn #nhpolitics
39695,neutral,"""@4Viewers please poach Chris Evans to host your F1 coverage and also TFI Friday. Top Gear is no good for him"
39696,neutral,"""Yes I have a final tomorrow"
39700,neutral,#100Facts   76. I didn't know Kim Kardashian was pregnant with her 2nd kid until she had it.
39702,neutral,"""Kendrick Lamar and the Alabama Shakes both have songs on the list but they're in the bottom 3rd. Top 3rd? Adele &amp; someone called """"Fetty Wap"""""""
39709,neutral,"""@AmirTaheri4 Alls I know"
39711,neutral,"""Joe Silva and Dana White should really consider matching Overeem with Werdum. Reem may not deserve the shot"
39712,neutral,@R_Harmon32 @KingTilhas @MOTM96 when haha Ricky come through to the Kendrick concert tomorrow!
39716,neutral,"""Iran"
39722,neutral,@MilanChrisGordy @LoveHipHopVH1 @VH1  so and its it's still and always gonna be Milan Monday's. They not waking up the building like u did
39723,neutral,"""@PoliticalShort The others are good. Worry about Iran. On the other hand"
39724,neutral,"""the anglos (both) had much hope in the rus. They are helpless now"
39725,neutral,"""@AbGardezi You really want to go there? He had a gr8 Milan team from 03 to 06. He finished 1st"
39727,neutral,@LuisMParra17 im being dead ass lol Kendrick nominated for 11 grammys most by any artist 2nd is taylor swift and the weeknd
39728,neutral,Fun fact:hasnt been on an actual hit record since Go Getta. He was on the Lady Gaga si https://t.co/fVKmxKfFst https://t.co/SdycjFON38
39731,neutral,Iran Says New U.S. Visa Rule May Violate Nuclear Pact: A restriction on visa-free travel to the United ... https://t.co/Fq3dSZq7nh #world
39732,neutral,"""Kim Kardashian's holiday gift to you? Boobs"
39734,neutral,Kendrick Murdered it No disrespect J Cole wounded it https://t.co/p04GVP40fE
39735,neutral,Retiring Well With Michael Reese: Contributing To Your Roth IRA: A show airing Tuesday on 9&amp;10 can help you av... https://t.co/LcD6baTAIh
39736,neutral,@50degreesam @Casumptious had my suspicions in July 88 Iran air 655 Was shot by down by USs vincess in the gulf
39737,neutral,Iran said on Monday that Israeli lobbying was behind a new measure passed by the U.S. https://t.co/p2HLuL4uCs
39739,neutral,Ant-Semites unwittingly aiding #Israel: Turkey's severing of ties helped Israel  get training it may need vs. Iran https://t.co/lOrJT5s7rF
39740,neutral,#Russia Media: Iranian Hackers Easily Took Over Computers of New York Dam: On Monday it was revealed that Iran... https://t.co/TEpziRlYu5
39745,neutral,"""@Kieran_Celtic @JamesBradley_ so"
39747,neutral,@yomilo when we make that restaurant the picture of the ruby yacht beating Kendrick shall hang on the with our 1st dollar
39748,neutral,Thor and Odin have more to do with Dec 25 than Jesus
39750,neutral,so louis is with danielle while briana is in her 8th trimester? right
39751,neutral,"""@our_nextlife Around 11:45pm"
39753,neutral,"""@WW1DUpdates @louniellle yea"
39754,neutral,does anyone just get drunk and watch twilight with their best friend? On a Monday? No? Okay.
39756,neutral,Sis just told me that Chris Evans (Capt America) was in her summer reading program when she 1st became a librarian.
39758,neutral,"""If a book's tag-line is """"Better Than Twilight"""""
39760,neutral,"""Found Here Comes The Sun by George Harrison with Shazam"
39764,neutral,"""Kim Kardashian emoji crash Apple store https://t.co/1myBLsXdPE via @theage  Dear Santa"
39766,neutral,"""Kim Kardashian's Butt Gets Its Own Emoji: When Kim Kardashian launched her new emoji app Monday"
39768,neutral,I may or may not have purchased the Kim Kardashian emojis.... #idid https://t.co/6hfY1uwJn0
39772,neutral,Full details of Saudi-led coalition not yet available: Sartaj: Saudi Arabia announced on Tuesday that it had f... https://t.co/hVYmRtk8sC
39773,neutral,"""Fresh off its own ballistic missile test"
39774,neutral,lmao so anong pake mo kung may gf si louis at the same time magkakaanak siya with briana? Wala ka namang karapatan bc you are just a fan :)
39775,neutral,"""Milan Tomorrow in Moscow   To engage in charity"
39776,neutral,Raven-Symone -- Kim &amp; Kanye Sorta Came To My 30th (PHOTOS): Raven-Symone couldn't get the real Kim Kardashian ... https://t.co/ghuPpvbIOp
39778,neutral,"""@jamieworsfold Hi Jamie. The only Twilight date left is January 1st. If you wish to visit on another day"
39780,neutral,"""December 22"
39781,neutral,"""When all humans have eventually died out and the next race of life inhabit the planet"
39782,neutral,"""Nirbhaya's parents meet Rahul Gandhi ahead of debate on Juvenile Bill in RS New Delhi"
39786,neutral,#NP Black Friday by Kendrick Lamar  Is this the Kendrick you wanted @WyzeeQue?   #SoundCloud https://t.co/eqP6wJ6SUb
39789,neutral,"""Adams says he accepts finding in 'Slab' libel case against Sunday Times over his alleged role in IRA"
39790,neutral,"""Precisely why Iran was included on the list is unclear"
39794,neutral,"""@guardian May as well call it the Chris Evans car show"
39795,neutral,Interesting perspective on Saudi Arabia's involvement in the rise and defeat of #ISIS today in @guardiannews https://t.co/qOxZOvS8d4
39801,neutral,We made the last line of the St. Louis Post review of Amy Schumer's show. Tues. &amp; Wed. we are JazzStandardNYC solid! https://t.co/FUbIlj6OoH
39802,neutral,"""For everyone freaked out about the Iran &amp; NY dam story"
39804,neutral,Don't miss @CHVRCHES' special hometown show at @TheSSEHydro on April 2nd with support from The Twilight Sad! https://t.co/orJyMr09qW
39805,neutral,Super clubhouse $8.99 in the Curtis restaurant Tuesday. Add soup for a buck https://t.co/2JgLQQdEFC
39807,neutral,@shybuya1976 no every  satellite china n russia n iran and around the planets fly bye wire leading to the sun n burn up ur com asap
39808,neutral,Wednesday: Twilight of the Idols: See more posts by Sabbath School Lesson What was one of the great sins that ... https://t.co/9Lz0XlgXDo
39809,neutral,"""Can I fund on type of IRA while tapping another? https://t.co/woV1SdgX5I for many people"
39810,neutral,Katy Perry's game flops while Kim Kardashian breaks the app store - The Sun https://t.co/7wsF2Em7xl
39811,neutral,@luchadora41 @rightsidenews in the end this may have lasted longer than Iran deal https://t.co/UowkUfwBeC
39814,neutral,I'm not certain that the sun actually bothered rising today. We were encased in mirky twilight all day.
39815,neutral,"""With the federal budget deal signed into law"
39816,neutral,@kaio6666 the voting closed on 20th. Lady Gaga was placed at no. 2
39818,neutral,Louis Tomlinson may be expecting a baby with Briana - but he's got a NEW girlfriend: https://t.co/X2rzZutei9 https://t.co/trdlsudsvt
39825,neutral,"""Russia says ready to give #Iran planes"
39827,neutral,Kim Kardashian Apologizes For Breaking The Internet (Again) - Kim Kardashian may have actually broken the inter... https://t.co/6MPRIoRuFB
39829,neutral,Kendrick may have gotten all the critical acclaim... But that album ain't last past the first week from my understanding.
39830,neutral,#AcehCenterID Iran placed 2nd in beach volleyball championships: Iran has finished as the r... https://t.co/9zmudrUBQw #YSEALIReusableBag
39831,neutral,"""So"
39832,neutral,@KaptainEgo @anthonyden1 the UN may recognise it Israel doesn't therefore disputed its that simple
39837,neutral,"""@Currtis25Harr @UNILAD  I saw the movie Sunday"
39839,neutral,"""On 8 May"
39840,neutral,"""I don't fuck with Kendrick like that at all"
39841,neutral,Live for Tuesday night. Do you think the IRA were heroes or zeros? #IrelandTalks4FM
39845,neutral,Quite interesting how #Fiorentina is in 2nd and down the table is the likes of Juve and Milan.
39847,neutral,"""@KhaledAbuToameh @BenWeinthal If Israel withdrew from West Bank tomorrow it would be taken over by Hamas"
39849,neutral,The Israel Antiquities Authority turned to the public on Tuesday in a Facebook post in an attempt to understand... https://t.co/DsZyGtKwB8
39855,neutral,Senate Dems: Buyer's remorse yet on Iran? https://t.co/xnMNuXHYcQ 'cause when Reagan signed 1st Treaty with USSR it ended the Cold War (not)
39857,neutral,ISIS is mercenary contractor originally based in Arizona.Has nothing to do with Israel except they may hire some https://t.co/3rv18VVRKQ
39858,neutral,"""Israel: Photo"
39861,neutral,The only Milan player Carlos Bacca among the other 8 serie A players in the list here https://t.co/0N5fcOohNb
39862,neutral,I'm still not over Black Friday with Kendrick and J Cole tbh
39866,neutral,So what do you think about Black Friday by Kendrick
39872,neutral,"""Some say he knocked Briana while with Eleanor but??? She's due in February"
39875,neutral,I just started busting out rapping to Kendrick's Black Friday and Sadie almost spit her water out
39876,neutral,"""@TamiStainfield   first turkey Israel"
39877,neutral,Watching Cate Blanchett acceptance speeches with @tmibugbee as one does on the Tuesday before Christmas https://t.co/uLuZxXW2oY
39883,neutral,Jan 13th = Ends #AHSHotel That means that Lady Gaga will be focused and start the new era with the new album.
39885,neutral,Kendrick Lamar may (or may not) have brought out the best (or worst) of me.
39889,neutral,@sankrant @vishy173 china &amp; Israel hv overturned. ALL transactions/Edu in Mandarin &amp; Hebrew. Eng is the 3rd lang after Mandarin &amp; Spanish.
39890,neutral,It is said that Israel has a submarine with nuclear ICBMs to retaliate in such a case.You'd have to netralize it 1st https://t.co/3EfZadSUjq
39894,neutral,it is confirmed that briana will give birth on April 1st.
39897,neutral,I'm going back to staring at Chris Evans on tumblr and then I'm going to be. I will deal with them tomorrow
39901,neutral,Iran ready to deal with oil at $30: Iran said on Tuesday that it had provided the required preparations to dea... /articles/iran/103822
39905,neutral,Houthis celebrate Mohammad birthday today same like other Sunni countries while in Iran &amp; Shia World it's tomorrow. https://t.co/mDnT7OgsdK
39906,neutral,Curtis may remain #Swans boss until the new year as manager search goes on https://t.co/JydJcbY6pO via @SWEveningPost
39907,neutral,"""March  No matter on which side of the aisle you sit"
39909,neutral,#Russia's #Putin discusses Syrian crisis on phone with Israel's PM    https://t.co/IaNGITAVaA
39910,neutral,2103: 'We don't need governments to make peace': Israel gets unofficial Iranian ... - The Guardian (blog) https://t.co/6O96zXgwzW
39912,neutral,You may follow dynamic Israel on Israel Tomorrow.Blog https://t.co/kJSZsyrVvI My blog will open your eyes to the truth about this country. .
39914,neutral,"""Jethmalani on Wed said Narendra Modi deserves to be the Prime Minister while Rahul Gandhi and Arvind Kejriwal are """"unfit"""" for the office."""
39915,neutral,#TheresaMay secret deal with corrupt  Saudi Arabia  https://t.co/hHwEDiVfA8
39916,neutral,Labor strike averted in Israel in last minute deal: A general strike was averted in Israel Wednesday when the ... https://t.co/ngMQQHaCu2
