,attitude,tweets
40861,negative,@Microsoft may you PLEASE release versions of Windows when its stable Windows 10 is no where near stable!
40869,negative,no diff from @Microsoft with BitLocker =at some point
40872,negative,Why does @Microsoft make it so hard to reset my @skype password? RIDICULOUS. Still not sure why password stopped working in the 1st place!
40874,negative,@Microsoft why is the game evolve only available until Monday on the Xbox one? Why don't you just give it to us for free?
40877,negative,@microsoft ur company will give me my 500 pounds plus the cost of the laptop on Monday for what u did to my laptop!
40879,negative,@tomwarren seems like @Microsoft may have bit off more than they could chew
40880,negative,Hey @Microsoft
40882,negative,@ @Microsoft  3rd time my Lumia handset submitted in service Centre in last 8 Months
40892,negative,Why would anyone want to form a Metallica cover band? What is the upside-one day if they are lucky they may open for an AC/DC cover band?
40902,negative,Red Sox game I have tickets to tonight may get rained out
40905,negative,Promised to take my niece to AC/DC tomorrow.  Soooo not in the mood now.
40954,negative,Kinda sucks that the AC/DC concert is tomorrow cause I can't wait to see them play
40959,negative,"My grandma ""despises"" me going to see an AC/DC concert tomorrow"
40969,negative,Guy I'm working with probably disappointed that I don't care he's going to see AC/DC tomorrow
40971,negative,AC/DC is in Toronto tomorrow and I can't believe I'm gonna miss it
40973,negative,A little worried about Amazon. The collection was meant to go up on Saturday but is still not available.
40977,negative,E-books in US: prices rise due to deal Big 5 publishers with Amazon
40978,negative,May all the items saved for later in your Amazon basket increase in price #moderncurses
40990,negative,Aw man!My pre-ordered Blu-Ray copy from Amazon doesn't get here until the 14th!I should have just gone to the store! https://t.co/86ng9gtUMJ
40991,negative,@AmazonUK paid for Amazon prime. 2nd day my products hasn't arrived how does your company resolve this...Tells me it will be here tomorrow!
41001,negative,ordered my back pack off of Amazon 3 weeks ago and it turns out they lost my package and school starts tomorrow #sick
41008,negative,For anyone who lives in the UK &amp;has ordered Shay's book from Amazon
41026,negative,Well one $99 Amazon prime fiasco later my stuff for the game Friday is guaranteed to be here Thursday...I'm counting on u Amazon!
41027,negative,@burninglisa omg i can't use my credit card reward points on preorders and it's not available on amazon until the 18th -_- can u wait?
41033,negative,Amazon's refusal to integrate nicely with the Android ecosystem may have been its undoing in the Fire phone market.  http://t.co/6mBZz0eazc
41036,negative,Author: IF I've EVER reviewed your book
41039,negative,My Amazon package was supposed to be delivered today by 8pm. Guess that means I'll get it tomorrow before 8pm?
41041,negative,Damnit Amazon! When you say you're going to ship something on the 8th
41044,negative,@AmazonHelp You may please check my pending complaint with Amazon for which I write many emails and called customer care.
41046,negative,@Monomirror JELLY. Mine won't be here until Friday because Amazon are tight with shipping dates :(.
41051,negative,@VofEscaflowne this is the exact reason why I don't preorder Friday releases from Amazon. They always push it back to the Monday delivery.
41063,negative,Amazon rainforest: Lungs of the world has lost a 10th of its trees in 5 decades http://t.co/Ox3QzWX65P
41066,negative,Trying to watch Any Given Sunday on Amazon Prime and there's big chunks of the film cut out
41069,negative,Heads up: An important change to Amazon Prime effective August 1 will limit how you can share free P... http://t.co/BndStpoVJq @debtblag
41070,negative,I'm bummed with Amazon Prime right now. I ordered something and it was supposed to be delivered today
41073,negative,@jonk I've had several problems with Amazon Prime - Customer service has been a nightmare especially if your items are from 3rd party vendor
41086,negative,I'm kind of confused why my Amazon Prime stuff that shipped today isn't coming until the 19th-24th. That's certainly not two days.
41089,negative,"""Arriving Tuesday"" is decidedly the least Prime my Amazon Prime shipping has ever been. Wha happen?"
41090,negative,Because the answer is Wednesday and that is very soon and I'm still not packed (also my Amazon Prime order didn't arrive today wtf)
41101,negative,The ONE time we want to use the Amazon Prime streaming and it's down... grrr ruined my Sunday night! @AmazonUK
41108,negative,Such a retard! Somehow managed to get another trial for Amazon Prime and I've forgot to cancel it for a 2nd time
41113,negative,Yeah
41120,negative,Amazon Prime is a lie. It said my stuff would be delivered by Monday. Its Wednesday
41124,negative,Finally broke down and got Amazon Prime and the delivery on my 1st purchase as a member is late. @amazon I was expecting better.
41130,negative,Aftr network drop Amazon prime streaming deal for 2 more years make the show unsignable for 3rd season by anybdy but amazon.
41139,negative,Amazon Prime fucks me off so much
41144,negative,Yes that's right @BBC close down your best channel why don't you? You're not meant to be Netflix or Amazon Prime. https://t.co/lGjY1zGkaV
41157,negative,Amazon prime is literally a lie....I ordered a book LAST MONDAY &amp; it still isn't here. do better @amazon
41163,negative,Amazon Prime Day is just like Black Friday if you only buy bulk protein powder and will-making software on Black Friday.
41166,negative,I was really excited for the Amazon Prime Day sale
41168,negative,"Amazon Prime Day Disappoints Some Shoppers: Amazon Prime Day promised 24 hours with ""more deals than Black Fri... http://t.co/IC2k72pSXV"
41170,negative,"Amazon Prime Day its better than black friday if you are into buying useless crap. This ""sale"" isn't worth having Prime at all."
41172,negative,Is it me ... Or is the Amazon Prime Day ... Sucks . I have yet to find a great Better than Black Friday Deal! Damn I was excited too!
41174,negative,This Amazon Prime Day thing is just like Black Friday
41176,negative,Is it just me
41178,negative,"""Amazon Prime Day will be like Black Friday!"" I guess because I'm just as disappointed?"
41180,negative,Amazon Prime Day disaster: 16 people who may never get over it: Amazon Prime Day
41183,negative,Amazon Prime day is pretty much a bust at this point. Black Friday
41184,negative,Amazon Prime day is black friday for people with a fixed address #PrimeDay
41191,negative,Amazon Prime Day: What all the fuss is about: Amazon's Prime Day promised massive deals rivaling Black Friday
41192,negative,&gt;Gamergate is a hate group &gt;Amazon Prime Day is going to be bigger than Black Friday  What do these two things have in common....
41193,negative,Amazon Prime Day is to Black Friday
41194,negative,"Amazon Prime Day is a bust. This was going to replace Black Friday? Now I feel justified in sleeping through ""sales."" #AmazonPrimeDay"
41195,negative,"Where I truly believe Amazon failed for their Amazon Prime Day sale.... The moment they claimed it'd have ""Bigger deals than Black Friday"""
41196,negative,I knew Amazon Prime Day was destined to fail when I saw it was held on the 15th. 15 is composite not prime... #PrimeDayFail
41197,negative,Amazon Prime Day beats Black Friday says retailer Amazon Prime Day may have been an excuse for the retail... http://t.co/etdwgObjC2
41198,negative,After witnessing it
41199,negative,@JudgeDillard Distressed over all the stuff they bought on the 15th--Amazon Prime Day.
41200,negative,So it turns out Amazon Prime Day *did* turn out a lot like Black Friday--overhyped and not worth the time. #BitterOldManTweet
41201,negative,Amazon Prime Day? Amazon Scam Day is more like it. More deals than Black Friday my ass! http://t.co/ErRgfAbaXt http://t.co/y73hvTOy9Z
41216,negative,"It didn't live up to the ""Black Friday"" hype IMO --&gt; Amazon Prime Day leads to sales surge and consumer complaints http://t.co/2QUmJYts5y"
41233,negative,"Does @macleansmag still believe that Ms. Angela Merkel is the ""real leader of the free world""?  http://t.co/isQfoIcod0 (Greeks may disagree"
41236,negative,On another note
41237,negative,By Michael Nienaber BERLIN
41241,negative,Moving video illustrates Europe's refugee problem: Angela Merkel tells sobbing asylum seeker why she can't stay  http://t.co/tkHyxMJPPH
41242,negative,Angela Merkel
41244,negative,wow
41245,negative,This has just brought a tear to my eye: Angela Merkel tells sobbing asylum seeker why she cannot stay in Germany http://t.co/OcpQQYNMoU
41247,negative,"Angela Merkel tells sobbing teenage refugee slated for deportation that Germany ""just can't manage"" to help everyone http://t.co/ycbO01W8X5"
41250,negative,Angela Merkel and a Palestinian asylum seeker:http://t.co/skU8zM7Slh Get civilized Islam! Stop crowding our world with your barbaric ways.
41256,negative,@nytimes What the world needs is for Angela Merkel to kick him in the nuts the 1st time Trump calls anyone around the G8 table a loser.
41257,negative,I don't agree with Germany bailing out Greece for the 3rd time.Angela Merkel is retarded and this New World Order is a senseless stupid idea
41259,negative,I'm sure they are changing the species. Look at the Obamas and Angela Merkel. Planet of the Apes...here we come.  https://t.co/KdpOwI89u3
41272,negative,@cnni  Not to worry
41274,negative,@cobbo3 And what did Angela Merkel say? She's going for a 4th term. Germany is going to the dogs
41275,negative,Migration the real European crisis - Angela Merkel https://t.co/9Z5Y9kEyVk
41278,negative,Angela Merkel  after 10yrs in power she is seeking a 4th term.Let just imagine she was an African leader..
41279,negative,@AviWoolf @laurakfillault I see it like this: Angela Merkel: German multiculturalism has 'utterly failed' http://t.co/hJmDawZ7dK
41280,negative,But I thought Angela Merkel was the most evil woman in Europe?  https://t.co/sqUYES8QjI
41284,negative,Angela Merkel may need as many refugees due to long penises from Africa to record movies
41288,negative,Illogical things are not Democracy. After Deutschen Nazis accussing Angela Merkel in betrayal
41298,negative,Angela Merkel told UK to take more of her 800
41307,negative,May be get @KTHopkins to do us all a favour and sink the thing with a gunboat (Leave Angela Merkel) https://t.co/k5XWF52hfM
41308,negative,Angela Merkel's jackets: many colours but just one look http://t.co/ifVnBuQfgf
41313,negative,@Smith_RFKennedy @nishelo why nobody have ever said it about any country outside Africa? : why Angela Merkel ran again for a 3rd term?
41318,negative,dear German citizens any concerns or criticisms you may have over my actions mean you are xenophobic and racist. i win love Angela Merkel
41322,negative,Angela Merkel says border controls may have to be restored It's a pity she didn't  listen before it was too late.
41323,negative,@ReaganiteGOPer @Freedomoffreedo they are ORGANISING this invasion with the help of 5th columnista Angela  MERKEL who is selling out Germany
41330,negative,I should remember that I may not care what Apple is announcing
41358,negative,If it's U2 I'm breaking all my Apple devices https://t.co/2QcnbFssCj
41372,negative,"I feel like I'll lose whatever ""cool person"" creds I may have had by saying this"
