,attitude,tweets
40209,positive,Holy crap I literally just now realized that it is Friday and I didn't upload the new Dark Souls video.  Great.  Great!  GREAT!
40212,positive,"""wow tomorrow is my birthday..i really can't wait and the best present would be a""""happy birthday""""wish from justin bieber"""
40214,positive,@IDFSpokesperson Shabbat Shalom all the Joshua of Israel. May God Bless U &amp; keep U &amp; favour U.Hv a blessed holiday seasons&amp;a victorious2016!
40216,positive,"""Kim Kardashian Strikes Gold W/ Kimoji App"
40219,positive,"""@Swagforth oh god"
40221,positive,Thank you to Brenda May Callander jp Peter tanya (I think) briana  zack Austin Andrew  and I'm thinking grandma... https://t.co/44O5xvolkn
40222,positive,Its like the 26th now yet im not sleepy...i blame twilight series
40224,positive,@brandondarby no you do not need to! Wait may be just Morocco &amp; Israel with me.. my social and linguistic skills are superb ;)
40236,positive,We love you Elton @eltonofficial @EltonJohn_ Thanku for loving Israel as we do https://t.co/zXiHh4777w
40237,positive,"""@Istanbultelaviv With this sweet and sudden u-turn frin Israel"
40252,positive,Got the one direction perfume last night and getting the justin Bieber one tomorrow I'm a happy girl :)))
40255,positive,i'm meeting justin bieber in april.... i don't think i'll ever shutup about this.
40257,positive,Who said pe teachers cant like Justin Bieber!! See you in October! https://t.co/RHQpaURo2d
40258,positive,"""tickets for the concert of JUSTIN BIEBER booked !! @justinbieber dreamed realized OMG !! PORPOSE WORLD TOUR "
40260,positive,"""I love refinding amazing songs. In 9th grade( now im a junior) i loved SOO many amazing rap songs like Memories back then with Kendrick"
40262,positive,@MANvsGAME Cannot wait for you to get back. Hopefully we see you around April for Dark Souls 3 :D!
40270,positive,"""@gggclaxton It wasn't exactly perfect"
40273,positive,I write a letter FOR you  At THE meet on 30 APRIL 2016 Milan :) @JackJackJohnson @jackgilinsky     @JackAndJackReal
40274,positive,So I got my 1st professional beard trim done at @finleysformen in Plano. Let me tell you there is nothing like it. Curtis is awesome!
40281,positive,Youngest into 5th hour of Justin Bieber on her new karaoke machine so now's the perfect time to get me to confess to pretty much any crime.
40282,positive,"""My song of the year"
40284,positive,justin bieber purpose+carbs+dairy confirmed better than xanax you heard it here 1st
40295,positive,"""open 24/7 = open on the 24th of July #carrefour you r doing it right @ Milan"
40299,positive,"""@lebedeva170377 May #beauty &amp; #love rest within your soul. Have a wonderful day"
40301,positive,Carol tomorrow and am so pumped about Cate Blanchett and Sarah Freaking PAULSON @MsSarahPaulson aka one of the best actors of our time.
40304,positive,@Reuters may God be with his people Israel and guide and protect them!# I stand with Israel!
40307,positive,@happyfishmoon Thanks Milan a city beautiful happy Sunday  for you
40313,positive,"""All glory"
40315,positive,Promoted again! I just guided Milan to 2nd place in Non-League A https://t.co/h6iAQYuA1j
40319,positive,I just wanna see Justin Bieber in April
40320,positive,-- Thor helped Jane to get out of the ship. Their plan may begin.] [@AmbitiousFoster ]
40325,positive,#FollowMeHayes @HayesGrier I share a bday with Justin bieber lmao remember to wish me on March 1st ;)
40326,positive,"""Constantly mentioning comments about Justin Bieber to my parents"
40327,positive,'Born This Way' by Lady Gaga became the 8th best selling digital album in US after only its first week of release. https://t.co/JJCOmQN9g9
40331,positive,#FreeAmir Is this the 4th or 5th XMAS Amir has spent in Iran Jail? God Bless the Hekmati family! DVA https://t.co/wh9dl4EMuw
40332,positive,Is it July 13th yet? I need to see Justin Bieber with his shirt off in person
40334,positive,@julia_polkadot @stardusts_x @canaancg  3rd: Briana is the only one I can trust
40337,positive,I might see Justin bieber in concert for the 3rd time and I'm so happy
40339,positive,"""But Justin Bieber may be"
40340,positive,"""I'm gonna sleep. Tomorrow we have more dm's to give"
40341,positive,from the time i dropped off mar'i to the time i got home i blasted justin bieber &amp; i have no shame
40345,positive,5 RT's if you want the next episode of twilight princess tomorrow
40348,positive,@justinbieber I received the best gift anyone could ask for!!! JUSTIN BIEBER TICKETS! See you in Jun in Lincoln Justin!!! #PURPOSETOUR
40351,positive,Blessing Our 4500+ Followers May He who makes peace in the heavens grant peace to us &amp; to all Israel. We Bless You: https://t.co/arcUZtQN3f
40355,positive,"""Yes"
40356,positive,"""Again: 2nd best album of the year according to Noisey"
40358,positive,Justin Bieber   I can't wait to see you on May 7th and get ready to see Danielle because that's your wife
40363,positive,Happy 3RD day of MCGI international thanks giving to God of Israel #MCGIThanksToGOD
40364,positive,This is the year that all the earth may know that there is a God in Israel!
40368,positive,"""... happened to him while leading the people of Israel. I know that it may not be easy"
40370,positive,Hacked by Keelan's girlfriend &lt;3 &lt;3 &lt;3 &lt;3  Just kidding I just beat Dark Souls 2 for the 10th time I have my priorities straight.
40374,positive,gonna go see Justin bieber with dylan in March on my birthday!!!!
40382,positive,"""Can it be March already so I can see my babe Justin Bieber"
40391,positive,"""We consulted only time enjoyed the last time to Justin Bieber"
40395,positive,"""God bless him &amp; God bless Am Israel"
40397,positive,"""And each time the sun kisses the shore"
40399,positive,my dad is enjoying twilight lmao... he keeps tellin me to shush while i quote every 2nd line bc he wants to watch it
40401,positive,@jessicajaymes ur solo masturbation scene in the twilight parody was so hot!!!!watched it when in 8th standard..now in college..memories
40408,positive,"""You may ask"
40424,positive,"""@TheRealBJBolden lol I'm supposed to be going to Milan tonight with my girl"
40425,positive,currently listening to justin bieber's very first album and the 6th grade memories are coming back
40431,positive,"""it's 9:30 am on sunday"
40440,positive,@guardian Chris Evans has been successful in everything he's down &amp; great viewing figures but young generation may not forgive Clarkson axe?
40449,positive,Justin Bieber via Fahlo: May our new year be filled with moments like this https://t.co/QWj67x6FZo
40450,positive,honestly i will die if Briana gives birth on February 1st that would be the funniest thing ever
40452,positive,Twilight spent in hottub with my beloved. No vampires or lycanthropy in sight which was sad. But he kissed me better as we watched sun sink
40455,positive,"""@PetesByDre @kidhaggis His birthday at start of March"
40456,positive,Is it wrong that Justin Bieber is growing on me and may even like him???? #Beliebers
40459,positive,"""Listening to Kendrick Lamar's Black Friday and hearing a reference about 10"
40463,positive,"""On its 7th week"
40464,positive,Justin Bieber still no.2 after Adele on billboard 200 charts in the US (7th week) https://t.co/R7HZQ34stx
40467,positive,I will cry til oct/nov if I get to see Justin bieber in a private box at the o2
40468,positive,Chris Evans says goodbye to TFI Friday as he moves into Top Gear for new motoring show https://t.co/IcOkMD0PeL https://t.co/Uox99VoElk
40471,positive,Well done to Justin Bieber - Love Yourself is the Ultimate UK Chart No1 for a 4th week. Can he hold onto the top... https://t.co/3bgDcITGPE
40475,positive,"""Talking books with my 5th grade niece at our family Christmas She's a dystopian fantasy"
40479,positive,"""@TheVampsTristan What you think of Uruguay? i'll go to The Vamps show in May"
40482,positive,@warriorGaGa We come from Ireland and you come from Italy! we are both free spirits and we found each other! See you in Milan on Jan 7th! x
40483,positive,Montana News and our viewers support and pray for Israel and it's people and leaders. May God protect them. https://t.co/MPSqotkya8
40486,positive,"""It's a beautiful Sunday when...YOU PURCHASE YOURE JUSTIN BIEBER TI KETS!!! I'm a beilber at 25"
40487,positive,"""First Kim Kardashian tries to break the Internet and now this!The 35-year-old reality star launched her emoji app"
40491,positive,For Christmas I got Justin Bieber Tickets... holy fuck... all this time I'm finally going to see him in my very first concert on April 9th!!
40497,positive,I just had the best 3rd date ever Hate how before this thing takes off properly I'm gonna be going back to Milan
40501,positive,okay so I'm pretty sure I'm going to be seeing Justin Bieber in March???
40502,positive,My 3rd New Years resolution is I'm not gonna cry over Justin Bieber.. He'll come to me one day
40505,positive,Twilight and Hot Toddy Shower Gels on the Lush Kitchen this Wednesday...and so my obsession is rekindled
40509,positive,"""@45IMAX51 Thanks"
40521,positive,My pictures are always like the 2nd one but he is Justin Bieber so he's perfect anyway. https://t.co/BDwAmYnkru
40523,positive,Can it be April so I can be closer to see Justin Bieber???
40529,positive,https://t.co/B4v5MkZgSM Israel's the most persecuted but still World's top ten for highest quality of life.  #GodFactor  ;)
40535,positive,"""So Laisha"
40540,positive,I liked a @YouTube video https://t.co/bclsIBZyST Justin Bieber Full Interview October 4 -2015 (Selena Gomez and What do you mean )
40541,positive,"""Early morning playing 7 cards with the guys"
40547,positive,"""According to billboard """"Sorry"""" is the 9th best song of the year. #VideoMTV2015 Justin Bieber"""
40553,positive,im going to sleep excited for june 6th so i can watch twilight all day every day!
40559,positive,Kim Kardashian has been looking back fondly on 2015. On Sunday the siren named her top magazine covers of the year https://t.co/j1dZ1ov3ss
40565,positive,David Bowie Is: sold out on December 28th and 29th! There are no tickets available anymore at the cash register for today and tomorrow.
40567,positive,"""Travelling to Europe"
40568,positive,@LiamLiampayne12 Good Morning we are coming to Milan at 11:00 am on Jan 7th all the dates our on @planetjedward
40569,positive,"""She did makeup for Kim Kardashian"
40572,positive,"""Justin Bieber"
40576,positive,nick jonas and justin bieber soundtracking my last day in the sun...
40579,positive,@RajkumarSkv Hi congress man. Your profile description is interesting. May I know the qualities of Mr. Rahul Gandhi that inspires you!
40580,positive,The funniest part of the break comes when Briana exceed period 9 months being pregnant https://t.co/ZFfte4v6Mg
40584,positive,"""Balotelli will be Milan's most important player"
40593,positive,@rebeccalhorner I thought Star Wars Day was May 4th (be with you) #theforceisstrongwiththisone
40600,positive,Makes sense bc while watching twilight they were always glad when the sun was out like hella happy .
40601,positive,"""Skye: Wouldn't mind getting my human hands on Thor. He's so dreamy. Coulson: Sure"
40602,positive,@Forbes and @wef like Israel as a good place to do business. #Israel ranks as the 25th best place. Proud #IoT https://t.co/kA7Gs1Kgkw
40608,positive,@ljcambria @frisrael You are a Patriot! Such compassion and commitment; May God bless and keep you and Israel.
40611,positive,"""Justin Bieber's smile is now certified gold"
40619,positive,I am going to Milan tomorrow with my family. https://t.co/PBt7a4ydgw
40622,positive,@SMRajaai just about to watch Iran play Czech Republic at handball in wroclaw. I may be the only one cheering Iran.
40623,positive,"""@DGutman_ I would agree. Given that Milan are 6th"
40627,positive,A great point that. 1 closer to safety. A 3rd clean sheet under Curtis. 2 points above bottom 3. Delighted! 8 changes to the team
40630,positive,@Harry_Styles but tomorrow will be 18 months since the best night ever spent with you in Milan Really hope we can do it again one day
40632,positive,Top science and technology award of the Islamic world to be awarded in Iran on Friday https://t.co/67vrEGfPY1 https://t.co/WzxHfjD99n
